epoch,loss,mean_squared_error,val_loss,val_mean_squared_error
0,0.8370133638381958,1.1654590368270874,0.77398282289505,0.9629983305931091
1,0.7385878562927246,0.9054927229881287,0.7144291996955872,0.8483856320381165
2,0.6775323748588562,0.7950997352600098,0.6624768972396851,0.7657936811447144
3,0.6185761094093323,0.7006760239601135,0.6065768003463745,0.6738924980163574
4,0.5540183186531067,0.6002272367477417,0.5415641069412231,0.5761798620223999
5,0.4848559498786926,0.49747705459594727,0.4744415879249573,0.4862558841705322
6,0.42188429832458496,0.41527214646339417,0.4139133393764496,0.41515597701072693
7,0.3670326769351959,0.35128238797187805,0.36975714564323425,0.36294057965278625
8,0.3243590295314789,0.3047473430633545,0.33526498079299927,0.3296232521533966
9,0.2931419312953949,0.2743240296840668,0.3104458153247833,0.30546092987060547
10,0.27075693011283875,0.2546311020851135,0.2938838601112366,0.290274977684021
11,0.25649493932724,0.24250584840774536,0.28198209404945374,0.2803271412849426
12,0.24557174742221832,0.23329904675483704,0.27363333106040955,0.27344226837158203
13,0.23885558545589447,0.22744953632354736,0.2682126462459564,0.2699308693408966
14,0.2325156182050705,0.2225242257118225,0.26317083835601807,0.26307788491249084
15,0.22634698450565338,0.216704323887825,0.2582114338874817,0.25591686367988586
16,0.22091153264045715,0.21152372658252716,0.25140199065208435,0.25147804617881775
17,0.21635206043720245,0.2067154347896576,0.24837630987167358,0.2431986778974533
18,0.2118651270866394,0.2019863873720169,0.2425004243850708,0.24058830738067627
19,0.20721368491649628,0.19867727160453796,0.23823943734169006,0.235232874751091
20,0.20343807339668274,0.19555725157260895,0.2351800799369812,0.23299314081668854
21,0.20029833912849426,0.1920749694108963,0.22996392846107483,0.22524113953113556
22,0.19603049755096436,0.1888657659292221,0.2269502431154251,0.22177548706531525
23,0.19369299709796906,0.18645471334457397,0.22406496107578278,0.22002668678760529
24,0.19019228219985962,0.1832064390182495,0.2210097759962082,0.21458499133586884
25,0.1877449005842209,0.1802285760641098,0.21803465485572815,0.2111693173646927
26,0.18602457642555237,0.17736312747001648,0.21538512408733368,0.20775817334651947
27,0.1840260922908783,0.1745651662349701,0.21426056325435638,0.20461508631706238
28,0.18073749542236328,0.17240162193775177,0.2102004438638687,0.20206104218959808
29,0.17918747663497925,0.1702340543270111,0.20872198045253754,0.20007653534412384
30,0.1762154996395111,0.16797982156276703,0.20628312230110168,0.19691763818264008
31,0.17304730415344238,0.16552190482616425,0.20350435376167297,0.1954338401556015
32,0.17082051932811737,0.16347740590572357,0.20195065438747406,0.19210760295391083
33,0.17030954360961914,0.1611611247062683,0.2004278153181076,0.18926943838596344
34,0.16815918684005737,0.1594611555337906,0.19744892418384552,0.18754372000694275
35,0.16582436859607697,0.15796954929828644,0.1942872405052185,0.18377088010311127
36,0.16430407762527466,0.15569116175174713,0.19467438757419586,0.18279683589935303
37,0.16296449303627014,0.15463663637638092,0.19317929446697235,0.17990998923778534
38,0.16162273287773132,0.15296564996242523,0.18904656171798706,0.17752684652805328
39,0.1588476300239563,0.1510506421327591,0.18693257868289948,0.17626698315143585
40,0.1573481261730194,0.1496845930814743,0.18437522649765015,0.1748540997505188
41,0.1560007929801941,0.14853715896606445,0.18456730246543884,0.17438171803951263
42,0.15458142757415771,0.1474350541830063,0.18072573840618134,0.1712384968996048
43,0.15248964726924896,0.14573000371456146,0.17939768731594086,0.17016816139221191
44,0.15104995667934418,0.14487452805042267,0.17759178578853607,0.16846416890621185
45,0.1504792869091034,0.14316430687904358,0.17727726697921753,0.16793467104434967
46,0.148768812417984,0.1423075646162033,0.17333190143108368,0.16428369283676147
47,0.14734487235546112,0.140853613615036,0.17243055999279022,0.16288523375988007
48,0.1457338184118271,0.13938705623149872,0.1712915003299713,0.16255269944667816
49,0.14488668739795685,0.13867206871509552,0.16925793886184692,0.1595613956451416
50,0.144145205616951,0.1375141590833664,0.16707158088684082,0.15824541449546814
51,0.14241214096546173,0.13656075298786163,0.16659767925739288,0.15701308846473694
52,0.14202602207660675,0.13575445115566254,0.1663934588432312,0.15508557856082916
53,0.14171932637691498,0.13468629121780396,0.16563893854618073,0.15446342527866364
54,0.14270587265491486,0.13396359980106354,0.1653050035238266,0.15385131537914276
55,0.14026300609111786,0.13333545625209808,0.16320689022541046,0.15130676329135895
56,0.13861951231956482,0.13152579963207245,0.16282056272029877,0.1512252390384674
57,0.13798470795154572,0.13071595132350922,0.1614038199186325,0.14941275119781494
58,0.13740107417106628,0.13012932240962982,0.16168057918548584,0.1478208750486374
59,0.13730233907699585,0.12867575883865356,0.1601015329360962,0.14733879268169403
60,0.13620217144489288,0.12855885922908783,0.1610175520181656,0.14569056034088135
61,0.13648438453674316,0.1272328495979309,0.15844665467739105,0.14485394954681396
62,0.13535429537296295,0.1262557953596115,0.15827450156211853,0.14381973445415497
63,0.13402219116687775,0.12489086389541626,0.15716764330863953,0.1429053395986557
64,0.13478264212608337,0.12453289330005646,0.15650129318237305,0.14193062484264374
65,0.13378611207008362,0.12381605803966522,0.1567600667476654,0.14046284556388855
66,0.13259802758693695,0.12261068820953369,0.15524233877658844,0.1390289068222046
67,0.13140398263931274,0.12175124138593674,0.15346990525722504,0.13734135031700134
68,0.13081268966197968,0.12040779739618301,0.15435366332530975,0.1373603492975235
69,0.13104693591594696,0.12017639726400375,0.15338243544101715,0.1369851529598236
70,0.13080456852912903,0.11942043155431747,0.15353618562221527,0.1359723061323166
71,0.12972575426101685,0.11878956854343414,0.15259870886802673,0.13565129041671753
72,0.12957371771335602,0.1180281788110733,0.151846781373024,0.13361108303070068
73,0.12887240946292877,0.11750829219818115,0.15270717442035675,0.13404743373394012
74,0.1295357644557953,0.1169009730219841,0.15302670001983643,0.1334744542837143
75,0.1284664422273636,0.1153678297996521,0.15117688477039337,0.1320662796497345
76,0.12656588852405548,0.11477701365947723,0.14992733299732208,0.1305401474237442
77,0.1262134611606598,0.11392777413129807,0.15028543770313263,0.1308223456144333
78,0.1265527307987213,0.11350200325250626,0.14948411285877228,0.1293521672487259
79,0.1257769614458084,0.11262156069278717,0.14808619022369385,0.12860997021198273
80,0.12607885897159576,0.11262182146310806,0.14827460050582886,0.12816187739372253
81,0.12555857002735138,0.11198025941848755,0.14657846093177795,0.12697607278823853
82,0.1253763884305954,0.11111780256032944,0.14795516431331635,0.12814325094223022
83,0.12411892414093018,0.11080372333526611,0.14700764417648315,0.12637819349765778
84,0.12418118119239807,0.11019445955753326,0.146703839302063,0.1255495697259903
85,0.12329903990030289,0.10973387956619263,0.1462259590625763,0.1254853457212448
86,0.12335273623466492,0.10905057191848755,0.14570252597332,0.12499309331178665
87,0.12311501055955887,0.10910782963037491,0.1446058452129364,0.12481292337179184
88,0.12134035676717758,0.10820567607879639,0.14468899369239807,0.12448436766862869
89,0.12151703983545303,0.10789461433887482,0.14621005952358246,0.12420990318059921
90,0.12355319410562515,0.1078895777463913,0.1452857255935669,0.12430619448423386
91,0.12145176529884338,0.10757257044315338,0.14443565905094147,0.12423110753297806
92,0.12217792123556137,0.10687962174415588,0.14494267106056213,0.12309200316667557
93,0.1223459467291832,0.10697600245475769,0.14491303265094757,0.12300427258014679
94,0.12265181541442871,0.10692716389894485,0.1429319530725479,0.12190201878547668
95,0.12098997086286545,0.1057966947555542,0.14393861591815948,0.122451551258564
96,0.1207972839474678,0.10529310256242752,0.1430635154247284,0.12230981886386871
97,0.12037903070449829,0.10540220886468887,0.14328186213970184,0.12191777676343918
98,0.1204458698630333,0.10482285916805267,0.14278249442577362,0.12201405316591263
99,0.11949537694454193,0.10495772957801819,0.14249198138713837,0.12158236652612686
100,0.11941753327846527,0.10463975369930267,0.14377036690711975,0.12166345864534378
101,0.1193496361374855,0.1040894016623497,0.14239375293254852,0.12120614945888519
102,0.119041807949543,0.10400865972042084,0.14294400811195374,0.1207389086484909
103,0.11959110200405121,0.10379551351070404,0.14235225319862366,0.12116284668445587
104,0.1185351088643074,0.10360794514417648,0.1419273316860199,0.1217014268040657
105,0.1184181421995163,0.10353188216686249,0.14135834574699402,0.12028427422046661
106,0.11822699755430222,0.10330263525247574,0.1418047696352005,0.12093786150217056
107,0.11755049228668213,0.10342515259981155,0.14165931940078735,0.12107926607131958
108,0.1170550137758255,0.10305757820606232,0.1412641704082489,0.12093571573495865
109,0.11683062463998795,0.10260982811450958,0.14069242775440216,0.1203419417142868
110,0.1167762503027916,0.10288528352975845,0.1418384164571762,0.1200418621301651
111,0.11700352281332016,0.10266608744859695,0.14050689339637756,0.12028154730796814
112,0.11718527227640152,0.10273442417383194,0.14034424722194672,0.12022234499454498
113,0.1164722740650177,0.10194320231676102,0.1405128389596939,0.12010207027196884
114,0.11621664464473724,0.10223161429166794,0.1411529779434204,0.11983219534158707
115,0.11689368635416031,0.10223058611154556,0.14121699333190918,0.12034376710653305
116,0.1173892691731453,0.10239243507385254,0.14134302735328674,0.12079334259033203
117,0.11414536833763123,0.10171584784984589,0.1390778124332428,0.12019866704940796
118,0.11372625082731247,0.10146879404783249,0.13951994478702545,0.12018702179193497
119,0.11327537894248962,0.10130780935287476,0.13929519057273865,0.11997660994529724
120,0.11294557899236679,0.10109233111143112,0.13901811838150024,0.120042584836483
121,0.11310508102178574,0.10113789141178131,0.13946275413036346,0.11985696852207184
122,0.11242551356554031,0.10081256181001663,0.13871218264102936,0.12010351568460464
123,0.11190561205148697,0.10100306570529938,0.13805367052555084,0.11994145810604095
124,0.11183872073888779,0.1008269414305687,0.13780446350574493,0.11979766190052032
125,0.11161164194345474,0.10091418772935867,0.13857820630073547,0.12007972598075867
126,0.11176106333732605,0.10082247108221054,0.13805344700813293,0.11972809582948685
127,0.11173677444458008,0.10073338449001312,0.13825465738773346,0.1196068599820137
